colummn
G7
Am7
D
F
Cdim
Em
Em7
A7sus4
Fdim
G
Gaug
Bm7
D7
Ab7
G
Fadd9/G
Bm
Bmmaj7
Bm7
G#m7b5
C
G/B
Am
D
G
C
D7
A
E
F#m
A7
D
Dm
G
B7
C
F
G7
C7
Am
F
G
E
C
E
C#m
D
D/E
A
G
Bsus4
B
F#m7
D7
G/D
Am/D
Bm/D
C/D
C
F
G7
Am
F
D7
G7
E7
C
Fm
Dm
G
C
D7
Am
C
F
G
Am7
Dm
G
Am
C
D
Em
Bm
C
F
Em
G7
C7
D7
G
C
Em
Am
A7
D7
E
C#m
A
F#m
C/G
Am6
Em
Em7
Em6/G
D
Bbdim
Abm7b5
G
D/F#
C
C/B
Am
G
B
C
Bb
A
E
D
Cadd9
F
Am
F
G
Abm
E7
Eb7
A
B
C#m
F#
E
G
Bm
Em
Em7
C
Bm/F#
Em7/D
Asus2
F
Cmaj7
Am7
E
Dsus2
F#m7/B
B7
D
A
C/E
Em/B
E
B7
A
E7
D
A7
G
C
G7
C7
F
C
F
G7
Am
Abaug
C
D
Fmaj7
G
G/B
Am7
Dsus4
Em
F
Dsus2
C2: not exist
E
D
A
B
Am7
G
D
F
A#
D#
G#
A
F#m7
B
D/F#
E
Bm7
C
G
C
D7
G
D7
G7
C
C
F
G7
C7
C
F
G7
G
C
D7
G
G7
C
D7
C
G7
F
D7
G
D7
C
A7
C
F
G7
Fm
D7
G
C
D7
G
D7
C
G7
C
F
G7
G
C
D7
Em
G
C
Em
D
Bb
B
C
C7
G
G7
F
C
F
G7
C
F
G7
C
G7
F
D7
C7
G
D7
C
A7
Am
C
Em
F
G
G
C
D7
G7
C
F
G7
C
G7
F
Am
G7
F
E7
C
D7
C
F
G7
G
C
A7
D7
C
Em
F
G7
D7
C
F
G7
G
F
Am
C
Dm
Fmaj7
Em7
F/G
G
C
D7
G
C
G/B
Am7
F
Am
D
A
E7
Bm
B
E
D#7
G#m
C#7
F#7
C
G
Am7
Dm7
Dm
Csus4
Fmaj7
Bm7b5
E7
Am
G/B
A
G
C
D7
A
E/G#
F#m7
E
D
C#m
B
E
A
F#m
C#m
Ab
F#
F#7
B7
C7
F
E7
Gm
A7
Dm
Bbm
Gm7
G7
Bb7
Am
Bb
C
C7
F
G7
D
A
G
F#m
Bm
D7
C
Dsus4
2x: not exist
D
G
C
Am
Em
Am
C
D
Fmaj7
G
C
F
A7
D7
G7
C
F
D7
G7
G
F
C
D
A
Am
G
F
C
Bb/C
F
F#dim
A7/E
Fm
Bb
C7aug: not exist
Dm
G/B
Am
G
G7
C/B
C/Bb
C/D
C/E
D
C7/9
A7
G#dim
Am/G
Am/F#
Bm
F#
A
E
G
D
Em
F#7
Bm7
C
G7
F
C#m9
Amaj7
B7
F#m
A
D
E
C#m
C
Em
G7
Am
D7
F
G
C
D7
A
D
Em
F
Bb
C
D
F#m
Bm
G
Em
Em7
A
A7
D/A
A/E
Em
Am
C
B7
Gadd9/E
Bmadd11/A: not exist
Gadd11/A: not exist
Bm7/A
C
Em
F
E7
Am
D7
G7
C
F
G
E
E7
B7
A
A7
E
A/E
A
E
A
D
C
G
Em
A7
C
G
Bm
D7
Cm
G6
D
C
A
G#
G
F
C#
A#
G
Em
C
Am
D
Ab
A
D
E
A
Asus4
G
D
E
F#m
G
C
D7
E
B7
A
Bb
C
F
G
A
E
F#m
C#m
D
D#
G#
F
C
G7
Am
C
F
G7
C
F
G7
C
F
G7
D7
C
G7
D7
G
D7
G7
C
C
C7
F
G7
D7
C
G7
F
D7
C
G7
C7
F
A
E
D
C
F
G7
D7
C
F
G7
C
E7
F
G7
D7
C
F
G7
G
C
D7
G
C
D7
G
C
G7
D7
C
F
G7
C
F
G7
C
F
G7
C
Dm
G7
F
Am
Bm
Asus2
E
Esus4
G
D
Asus4
Em7
G
D
Em
Am7
C
Cm
D/F#
C/G
Am
C
C7
F
G7
D7
C
F
G7
Am
D
Gm7
Dm
Bb
C
F
Am7
Bm7
G
C
D7
G
C
F
D7
B
A/B
E
F#7
B#7: not exist
C#m7
A
Bm7
G
Am7
Ebm7
Bb7
B7
A7
Ab7
E
A
B7
D
E
A
E
Emaj7
E7
F#m
D
A
Em7
F#7
Dmaj7
A/E
D7
G7
A7
D9
D
A
G
A
F#m
A7
D
B7
E7
F
G
A
D
C
Dm
A7
G
Bm
G
C
D7
A7
A
F#m
D
E
C
B
F
G
Am
C
Dsus2
D7
C
F
Fmaj7
Em7
Dm7
G7
A#7
A7
C#dim7
D#dim7
C7/E
F#dim7
C7
B7
C#7
D7
G
G#
C#
D#m7
F#maj7
Fm7
Ddim7
G#7
F#
Am
C
F
Esus4
E
A
A
A7
D
E
F
C
G
Bb
G
D7
C
A7
Em
C
F
G7
D7
G
C
D7
G
D7
D
Dsus4
G
C
Bb
E
A
F
C#
G#
G
D7
C
C
F
G7
G
G7
C
A7
D7
A
E
D
G
C
D7
C
F
D7
G7
A7
C
F
G7
Fm
G
Am
D7
G7
C
Bm
Em
C
F
G7
Am
C
F
G7
G
G7
C
D7
G
C
A7
D7
G
C
D7
Em
F
G
C
D7
G
D7
C
C
F
Em
Dm
G7
Bm
A
D
G
Gm
F#
Bb
Eb
Bb/D
Cm
F
F#dim7
Gm/F#
Gm/F
C9
Edim7
Bb/F
Dm
G
C
D7
Am
C
C7
F
Fm
A7
D7
G7
G
C
D
G
D7
C
A7
C
F
G7
C
Am
Dm
G7
G
C7
F
Fm
C
D
E
G
A
F
Dm
G7
Em
A7
C#m
A
F#m
E
B
Daug5: not exist
D
D6
Dm7
D7
Bm7
Em7
A7
G/B
D7/F#
G
G/F#
Em6
Em7/9
Edim
Fdim
C#7
Cdim
F#7
B7
A7aug5: not exist
Gm7
G
C
D7
C
A7
D7
G7
F
C
F
D7
G7
C
F
G7
C7
F
Bb
C
F/A
Gm
C
G7
F
D7
G
C
D
Bm
D7
Em
A
A7
D
E
G
C
D7
A
D
E
D7
E7
A9
G
F
C
D
G
C
D7
C
F
G7
C
C7
F
Fm
A7
D7
G7
C
F
D
G
C
D7
G7
G
F
C
D
Gm
F
Cm
D
Bb
Eb/G
F/G
C
C/B
Am
G
G7
G6
F
Em
Em7
Am7
D
A
G
C
F
G
C
D
Em
C
C7
F
G7
C
F
G7
C7
E7
D
A
C
G
A7
C#m
B7
D
Dsus4
G
C
Bb
E
A
F
C#
G#
D
Dsus2
A
G
Bm
G
C
Em
G/B
Am7
D
D/F#
G
C
D7
G
B
C
C/B
D
Bm7
Em
A
Am
F
G
Em
C
D
Am
C
D
F
E
C
Am
Dm
G
E
E7
Dm7
F
Em
D7
G7
C
Em
F
G
G13
Dm7
Em7
Ebm7
G7
Am
D
Bbadd9
G11
G
C
D7
C
A
Bb
G
F
Gm
F
Dm
Csus4
C
C/E
Gm
F/A
A#
C7sus4
Gm7
C
G7
C7
F
D7
G
C
A7
D7
C
F
G7
C
F
G7
G
C
D7
C
F
G7
G
Em
C
D
Bm
A7
D7
E
G
C
D7
C
F
D7
G7
G
C
A
D
G7
C7
C
Em
Am
G
Am
D7
C
Am7
Gm
Bb
C
F
Eb
D
Cm
Ab
E
E/D
A
Am
C#
F#
B
Eadd2
E/D#
C#m
C
F
G7
D7
C
F
G7
C
F
Dm
G7
Dm7
Em7
Em
G
Am
C
F
G7
D7
G
C
D7
G
Am
D7
C
G
D7
C
G
D7
C
E
G
A
B
C
F
G7
G
D7
C
G
F
C
D7
C
G7
F
D7
A
G
D/F#
D/A
D
A
D
E
E
A
F#7
Bm
Fdim
E7
D9
E7/6
Gdim
D
C
F
G7
Em
G
A
E
D
D
Em
G
A
F#m
Asus4
C
F
G7
G
C
D7
G7
C
G7
F
Bm
G
F#m
D
A/C#
Em
Bm/D
A7b9
A
A7
Am/C
F
Dm
C
Csus4
C7
Csus2
C5
D
A
Bm
G
A
D
E
F#m
A7
D
B7
A
G
E
B
Am
Am7/G
Am6/F#
F
G
D
E7
C
A
C#m
F#m
Bm
E7sus4
F#m
D
E
A
C#m
Bm
C
Fmaj7
G
Em
G/B
Am
Am/G
Am/F#
F
C/G
E/G#
Dm
C/E
F/C
G/C
C
Em
Em7
Em6
E7
A7
B7
E
C
A
C
Am
Dm7
G7
Dm
F
C7
Em
D7
Bbsus2
Gm7
F
Eb
F7
G
C
C
G
F
D
A
C
Am
F
G7
D7
G
Cadd9
F
C
D
Bm
Em
C
G7
F
C
E7
Am
Em
F
E
G
C
C7
F
G7
G
C
D
A
C
F
G7
D7
E7
G
D7
G
C
D7
A7
C
Am
F
G7
Em
D7
G
C
D7
G
C
D7
C
F
G7
G
C
A7
D7
C
F
G7
G
Cadd9
4x: not exist
F
Em
C
D
D
Am
G
F
Em
Dm
Em
G
Bm
D
A
C
G7
D
C
Bm
F#m
G
A
Gsus4
Em
Dmaj7
Asus4
C
A
G
F
D
Bm
D
C
Gm7
Bm7
Bbm7
Am7
Dm7
D7
E7
C/B
Am7/G
G
Am
7: not exist
Gdim
Emaug5: not exist
Cdim
E
B7
A
G7
C
F
D7
C7
Bb6
C7
F7
Cm7
Bb
Gm
Bb7
Eb
Cm
B
A
Bb/D
C#aug
F/C
F
Baug
Eb/Bb
F/A
Fm/Ab
Fm
Abm
Ab
Ebaug
Fm7
Gm/D
Db
Db/Cb
Bbm
D
Aaug
Db/Ab
C/G
E
Eb/G
F#aug
Gb7
Bm
Gb
G
G7
Bb11
Ab/Eb
Bbm/Db
C7b9
Abaug
Gm7
F
Am
G
Em
Dm
Fsus2
Am/B
Am/C
Am/E
C
A
E
Edim
E7
Fdim
A9
D
D6
B7
Cdim
F#7
D9
G
D7
C
C
F
G7
C7
C
Dm
G7
Am
D7
F
C
F
G7
Am
Em
Em
G
D
A
C
B
A/C#
D#
C
F
G7
D7
G
C
D7
G
Am7
Bm
C
Em7
A
D
Am
D7
Em
A7
C
G7
F
C7
Dsus2
Am/D
D
Bm7
G
F#
G6
A
F
E7
C#7
C7
Am
D7
Gm
Bbm
A7
D
Bm
G
A
G7
C
G
Em
C
D7
Bm
Am
A
F#m
D
E7
C#
C
G7
F
E
G#m
A
B
C#m
F#
C
G7
F
C
F
G7
Am
C
F
G7
G
C
A7
D7
Gm
F
Eb
D
Cm
G
G
C
D7
A7
G
D7
C
C
G7
F
D7
G
C
D7
G
C
D7
A7
A
Edim
Fdim
E
D9
A9
Cdim
F#7
E7/9
E7
E7sus4
F#m
A7
Gdim
D
C#7
C#7/G#
D6
B7
C
F
G7
E7
A7
D7
C
F
G7
Dm7
G7
C
Am
C9
Cdim
Cm7
Gdim
F
Fm7
G
Am7
C7
A7
A
D/A
E/G#
F#m7
F#m7/E
E
C#7
B7/Eb
B7
D
Bm7
Esus4
Fm
C7
Eb
Ab
Bb
E6
E
A
B
B7
E
A
B
F#m7
B7
G#m7
C#7
F#
C#7sus4
B7sus4
Asus4
D
Dsus4
Em
D
Dsus4
Dsus2
Bm
A
C
G7
F
Bm
Em
G
F#7
G
D7
G7
C
E7
A7
G
D7
C
C
F
G7
C
Dm7
C/E
F
Bm7
E7
Am7
Gsus4
C7
D7
F/G
G7
Fm7
G7sus4
Bb9
C#7
Bb7
Em7
Cm9
C
F
G7
Am
Dm
C
C7
F
G7
D7
C
G
Am
F
G
D7
A7
C
F
G7
D7
C
F
G7
D7
Am
C
Dm
G
F
C
F
G7
C
E7
A7
A7sus4
D9
D7
G
Gaug
G7
A7aug5: not exist
G7aug5: not exist
C
F
G7
D7
Esus4
A
C#7
E
F#m
D
B
G#m
F#
Bsus4
G
C
D7
C
F
G7
E
A
G
B
F#m
C#m
C
G
C
D7
C
F
G7
C
F
G
G
D/F#
Em
C
D
Bm
Am
E
D
A/C#
A
B
G
Dm
Gm
Bb7
A7
F
Fm
Fm7
Eb
Bb7
Eb/F
Cm7
D
F#m
G
Bm
A
C
A
F#m
Fmaj7
E
Dm
G
C
Am
Esus4
F#m7b5
A/G
G#maj7
Fm
G
D/F#
Em
F
C
D
Bb
Am
C
G
D
Bbmaj7
Fmaj7add9: not exist
Bb6/C
Dm7
Am7
G
D
Cadd9
Em7/B
Bb6
D/A
A7sus4/E
Fmaj7add9/A: not exist
A
F#m
D
E
E7
C
F
G7
D7
C
G7
D7
F
C7
A
D
E7
F
D7
G
D7
C
D
C
G
A
E
B
Em
E5
D5
B5
A5
G5
F#5
G
D7
C
G
D7
G7
C
C
G
Em
D
C
G7
Dm
G
C
D7
C
G7
F
C
G7
F
C
F
G7
A
F#m
D
E
C
F
G7
C7
G
D
C
C
G7
F
Am
C
F
G7
C
F
Am
G7
C
G
D
A
E
E7
G
D7
C
Em
A7
G
C
D7
E
F#m7
A
B
C
F
G7
C7
G
G7
C
D7
C
F
F/C
G
G7
Am
D
Fmaj7
G
F
Em
C
G7
C7
F
C
G7
F
D7
D
A
G
Aadd9
Em
F
C
F
G7
G
C
D7
C
G7
F
D7
C
C/B
F
G
C
F
G7
F
G
Em
Dm
A7
G7
Bm
G
A
G
Am
C
D
Em
E
C#m
F#m
B7
D
C#7
G
B
A
E7
Ab
F#
F#7
G#m
Bb
C#
C
Eb
G
D
Em7
Am
C
Em
G/B
Am7
D7
C/G
A7
A
G#
F#m
Cm
Fm
Ab
Bb
Eb
Eb/G
C#m
B
E
E/G#
Dm
Gm
C
A
Bm
A/C#
D
A/E
E
E/G#
C
F
G
Am
Dm
Eb
Cm
G#
A
C
D
E
E7
G
C
Bm
Em
Am
D7
Eb7
G#
C#
D
Bm
G
A
F#m
G/D
C
G7
C7
F
C
F
G7
Am
Dm
D7
C
G
Em
D
Am
Bm
Em
A
G
F#
D
D9
D6
Bm
Em7
Edim
A7
G
G/F#
A7/6
Bm7
A
Aaug
D
B7
C#7
Fdim
F#m
E7
E7/6
G/B
E7/9
Dm7
E
A
F#m
B
D
G
B
E
C#m
F#
A
D
F
Am
Bb
Gm7
C7
Dm7
C
Eb
Db
B
D
E
C/E
Dm
F/C
D7
G
Bm
Am7
D/F#
Em
Ab
Cm
Bbm7
Gb
C
D7
F
G7
Em
Am
Am
Dm
G
G7
Cmaj7
Fmaj7
Bm7b5
E
E7
C
F
G7
C
F
G7
C7
Em
G
C
E
Am
A
C
F
D7
G7
Eb
Bbm7
Ebmaj7
A7
Abmaj7
Bb7sus4
Gm7
Gbdim7
Fm7
C/E
Bb/D
Cm7
Bb6
Fm/Ab
Ab
Bb
C7
Bb7
Cm7/Eb
D7
Am7b5
Gb7
Bb/F
B9
F
Fm
Ab/Bb
G7
Dm
C
Bb
A
D
Gm
D#
F
C
F
G7
C7
G
Em
C
Dm
Em
F
G
C
Am
C
G
G
C
C/D
Em
Em/C
D
Am
F
Bb
C
Dm
A
Gm
C7
Eb
G7
D7
G
D
Am
C
G
F
Am
Nc: not exist
Dm
Em
F
G
C
A
Amaj7
A6
E
B7
G#m
Dm
Em
F
G
Bb
G7
C
D7
Am
D
C
F
D
C
F
G7
D7
A
G
D
E
Em
Asus2
G/D
Bm
A7
D
G
F
A
G
C
D7
C
F
G7
G
D7
C
A7
C
Dm
G7
C7
F
Fm
G7
C
C7
G
F
G
C
D7
G
C
D7
G
F
C
A
D
Am
Bsus4
Am7
Bm7
Dm7
E7
G6
F6
Em
Dm
G
Am
D7
C
A7
A
F#m
D
E
Dsus4
E7
D
A
G
C7
C
F
G
Dm
E7
G7
D
G
A7
C
F
Bb
A
D
D7
Dmaj7
G
A
Bm
Bm
F#m
Gmaj7
A
D
Em
B
G
G
C
G
C
D7
F
C
F
G7
G
C
D7
A7
D
A
G
A7
Bm
Em
G/F#
C
B
E
E/G#
F#m
Dm
Amaj7
G
D7
C
G
C
D7
G7
G
C
D7
G7
Em
A7
D
F
G
C
Em
D
Gm
C
Eb
Bb
Quick: not exist
F
Em7
Asus4
A7
G/B
C
Am
Am7/G
D/F#
D7
D/A
G
Cmadd2
D#maj7/A#
D#maj9no5/F: not exist
D#maj7b5/A
Gm
D5
A#no5: not exist
A#maj7b5
Asus4
Dm/F
E7
C5
G#5
Bb5
B5
Bb
A
F
Cm
G
Dm
Dm7/C
Esus4
A5
A#maj7no3/A: not exist
Am7no5: not exist
G
C
D
G/B
Am
Em
C
Dm
G7
Am
Cmadd2
D#maj7/A#
D#maj9no5/F: not exist
D#maj7b5/A
Gm
D5
A#no5: not exist
A#maj7b5
Asus4
Dm/F
E7
C5
G#5
Bb5
B5
Bb
A
F
Cm
G
Dm
Dm7/C
Esus4
A5
A#maj7no3/A: not exist
Am7no5: not exist
A
D/F#
G
E
D
C
F
G7
E
C#
C#m7
A
F#7
B7
B7sus4
C
F
G7
C
G7
F
C
F
G7
C
F
G7
Am
G
C
D7
A7
G
C
D
E
A
B
C
F
G7
D7
A
D
E
G
A
D
E
G
C#m
Bm
C
C/D
C/E
F
C/G
G
Dm7
Am
D
Em
G
Em
C
D
G/B
Am
Bm
C
Am
F
G
E
Bb
Bb/D
Eb
F7
Edim
F/A
Bb/G
C7
F
Eb9
Bb/F
E9
D9
Gm
C
C
G
D7
C
G
D7
Gm
Bb
C
F
Eb
D
Cm
Ab
Am
Asus4
Em
F
Dm
C
G7
Em7
G
C
G7
F
D7
Em
G
Am
B
Bm
A
Bm
D
G
Em
C
G7
F
G
Am
C
D7
D
G
A
G/B
E
A
D
B7
G
C
F
G7
Am
C
Am
F
G7
C
F
G
D
A
C
F
G7
C
C7
F
G7
G
G7
C
D7
A7
Gadd9
G
Em
C
D
Dsus4
Cadd9
A
C
G7
C7
F
C
F
G7
Am
C
F
G7
Am
F
C
G
Em
C
F
D#
G/D
Cmaj7
C7
C/E
D
D7
G
Am
Ammaj7
C/G
A
Amaj7/G#
F#m
A/E
A7/G
A6/F#
Aaug/F
C/B
C/A
C/D
D7/F#
G
C
A7
D7
F
C
Am
Em
G
F
Fm
D
E
C
G7
D7
Em
C
A
Em7/9
Em
D
G
C
F#m
Bm
E
A/E
G/B
Bm/E
C
F
G7
D7
C
D7
G7
F
G
D7
C
C
G
Em
D
Gm
F
Eb
D7
Bb7
C7
A
A7
A9
D9
C
F
D7
G7
Dm
G
C
G7
C7
F
Ab
D
Ab7
G
D
C
Am
D
G/D
Em
D/F#
G
A
Dm
C#m
F#m
Dm6
D
C#
C#7
Bm
E
G
D/F#
Dm/F
Bm7
A
Am7
Edim
F#7
D9
E7
E
E7/6
G#
G#7
C#m
A
D
G
F#m
E
C
F
G7
G
D7
C
E7
A7
Am
G
D/F#
Em
C
D7sus4
D
A7
D7/4
G7
C7
F
Fm
F#m
B
E
A
A
G
D/A
Bm
D
E
G
D
Dsus4
C/G
Cmaj7/G
Am7
Bm
C
Em
A
Am
F
E
D
Em
A
B7
Am
Em
G
Em7
Ebm7
Dm7
A
E
E7
D
G
C
D7
A7
C
F
C/E
Dm
G
C7
D7
Em
G
Bm
C
Am
B
D
D#dim
C
G
D7
C
F
G7
C
F
G7
C
F
G7
C
G7
F
D7
G
C
D7
G
C
D
Em
Am7
A
A
F#m
D
E
Dm
G
F
C
Bb
A
Em
Bm
C
G7
F
A
A9
Am7
D9
D7/9
Gm7
G6
C9
C7/9
Fm7
Dm7
G
A7
D6
E7
Am
G
D
C
Em
F
Csus4
Gsus4
E7
E
Bb
C
G
Em
D
C
F
G7
G
C
D7
A7
A
D
E
C
G7
C7
F
F
C
D7
G7
F
Bb
C
Csus: not exist
Am
Dm
Eb
G
A7
Fsus: not exist
C2: not exist
Em
D
C
G
G/B
F
C
F
G7
G
C
D7
D
Dsus4
G
C
Bb
E
A
F
C#
G#
Am
C
F
G
Em
Dm
Gsus4
A
G/B
E
Dm
F
Bb
C
Gm
D7
G
G7
C
G
C
D7
G
D7
C
G7
E7
B7
A7
C#7
F#7
A
C#m
F#
C
F7
C
G7
G
C
A7
D7
C
G7
F
C7
C
C7
F
G7
C
F
G7
C
F
G7
C
F
A7
D7
G7
C
F
G7
C
Em
Am
Dm7
G7
C7
F7
G
C
D7
C
F
G7
C
F
G7
G
D7
C
C
G7
F
C
Cmaj7
Dm
G
Em
Am
F
Esus4
E
D7
G
D7
C
G7
F
G
D7
C
C
F
G7
C7
Dm
C
Am
F
G
C
D7
C
D7
G7
C
F
G7
C
Bm
Dm
Am
G
D
Cm
C
G7
F
C7
G
Edim
Am
D7
E7
C
G7
F
D7
E
B
A
E7
F
Bb
C
C
G7
F
E7
D7
Em
Em6
C/E
G
D/F#
F
C
B7
B7/A
B7/G
B7/F#
Riff: not exist
A
B
Cm
D7
D
Dmaj7
Em
A
D7
G
E7
G
B7
Em7
C
D
Am
C
F
Dm
C
C7
F
G7
G
Dm
C
Em
F
G
C
F
G7
G5
D5
C5
A5
D#5
A#5
D
G
C
D/F#
Em
D7
G
G7
C
A7
Am
D
Am7
F
A
Dm
Em
C
E7
D
Em
G
Em7
D
Em
C
G
D
B
G
Bm
A
F#m
Em
F#
E
C#
F
C
Bb
Dm
C
F
G7
C7
Dm
G
C
D7
G7
A7
F
A
Bm
F#/Bb
F#
D
Em
G
C
G7
C7
F
D7
C
F
G7
C
F
G7
F
G7
C
C
F
G7
C7
E
B7
A
Am
Am7/G
F
G
C
D7
G7
Bb
E
B
F#m
D
A
C#m
F#
C
G/A
D/A
A
E/G#
Bm/F#
Bm
E
G
D/F#
A/C#
F#m
C
Am
G
F
C6
G
C
D7
D7
G
C
C
G
Am
F
C
G7
F
C
C7
F
G7
C
Am
Dm
G7
F
D7
Fm
C
G7
F
A
D
D9
A7
D6/9
Dm7
D7
G
G/B
Gdim
D9alt: not exist
G6
D6
B7
E7
A9
Asus4
C
F
G
C
F
G7
F#m
A
E
D/F#
D
A/C#
Bm
Bm/A
C
D7
G7
F
C/B
Am
G
Am
Fdim
E7
Bb9
A
Am7
A7
Dm
Dmaug7: not exist
Dm7
Amaug7: not exist
Am7
Am7/G
D7
D9
F7
Bbm
C
F
G7
D7
D#
G#/D#
A#/D#
A#
Cm
G#
C#
Fm
A#sus4
D#/G
F
C
Em
D
G
Am
Bm
A
G
Em
D
C
Bm
Em
A
G
F#
D
Fm
C
Em
G
F
B
C
F
G7
D7
E
B7
A
C
Am
G7
D7
F
D
G
A
D7
C
F
G7
D
G
A
A
E
D
B
A
Em
G
D
G
C
D7
Em
C
D
G
B7
Bsus2
B
E
Am
F
C/B
E/G#
C7
Em
G
A
C
D
Am
G
E7
D7
A7
C
E
Am
D
G
Bm
Em
A
C
Fm
Eb
C#
Bb
C
Ab
Em
Em7
Em6
Am
Am/G
Am/F#
Am/F
G
F
C
Cmaj7
D
A
C
F
D
G
D7
F7
C
F
G7
G
D/F#
Em
C
G/B
Am7
D
F7
Bm7
E7
Am
G
A7
D7
C
G
D7
G7
C
A7
C
F
G7
D7
C
F
G7
C
F
G7
F#m
A
E
B
C
F
G7
D
Bm
A
G
C
Em
Bb
B
E
C#m
D
A
G
G/E
Bm
Em
Asus4
Asus2
Dm
Dsus2
Aaug
E
B
C
F
G7
C7
D7
G
D7
C
B7
E7
A7
G
D7
C
Fmaj7
E
Am7
Dm7
Em
G
E/G#
Dm
C
Am
F
Em
D
C
C
F
G7
Em
Am
B7
A
E
E7
E6
D
C
F
G7
C
F
G7
G
D
F
C
Em
Bb
C
G7
F
C
G7
Dm
C
F
G7
A7
Em7
Dalt: not exist
B7
G
G/F#
A
D
F#m
D9
Emy: not exist
Em
Edim
Gdim
C#7
G/B
Bm7
E
G
C
D
Am
G
D
C
Am
Em
F
Bb
D
G
C
F
Eb
C7
E
C
F
G7
Am
Em
Dm
E7
D7
G
D
C
Em
G
D7
C
A7
G
C
A7
D7
C
G7
F
C7
D7
C
F
G7
D7
G
D7
C
G
Am
Bm
C
D
F
E
G#
C#m
Am
F#m
B
C
E7
F#7
C#7
G
Em
C
Am
D
Em
D
C
Bb
A7
Dm
G
Cm
Cm/B
Gm
Dm/C
Faug
C
A
B
Em
Em/G
B7
Am7
Fdim
D
Cdim
D9
G
Em7
Bm7
Bbm7
F#7
Gdim
B7
E
E7
A7
Edim
C7alt: not exist
A
D
E
G
Bm
C
F
Dm
Em
Am
G7
Am
Dm
E
G7
C
F
Gaug
G
C6
C
G
Gadd9
C/G
G
Em
Bm
F
C
Dsus4
D
Daug
E
C#m
A
C
Abm
Bm
B7
F#m
G
F#
F
Em
G
C
D
C
G
Am
F
C/E
Dm
Bb
F/A
E
A
E7
B7
F#7
F#
A
G
D
C
Bm
E7
A7
F
A
A7
A6
Aaug
Fmaj7
Bb
C
F
G
D
G7
C
Em7
A
Am
Em
B7
G
Cmaj7
D
D
Dsus4
C
G
Asus4
A
C
Bm
Bm/A
F#7sus4
F#
Bm/G
Bm/F#
Am
Am7/G
Am6/F#
F
G
D
E7
C
A
C#m
F#m
Bm
E7sus4
D7
G
G7
A7
E
B
F#m
D
A
C#m
F#
C
C
Csus4
C7
Csus2
C5
E
B7
A
D6
C#m
D
D7
E7
Bm
F#m
C
F
G
D7
D
A
E7
C
C7
F
G7
D7
C
F
G7
D
Bm
G
A
F#m
A
B
C#m
D
B7
E
A#
G#m
Am
E7
Em
F
C
F
G7
B
A/B
E
F#7
B#7: not exist
C#m7
A
Bm7
G
Am7
E
B
A
G
D7
Em
C
D
A
G
G
C
D
G7
C#
Bmin: not exist
D#
G#
G#7
Cm
G
C
D7
C
D7
G7
A
E
F#m
D
E7
E/G#
F#m/E
C#/F
A7/E
F#7
Bm7
Esus4
C
G/B
Am
D/F#
G
Em
D
A
G
Em
G
Am
Bm
Bb
Fadd9
C
D
Em7
Dm7
G
C
F
Am
